"Dirección","Tipo de contenido","Código de respuesta","Respuesta","Indexabilidad","Estado de indexabilidad","Título 1","Longitud del título 1","Ancho de píxeles del título 1","Meta description 1","Longitud de la meta description 1","Ancho de píxeles de la meta description 1","Meta Keywords 1","Longitud de meta keywords 1","H1-1","Longitud de H1-1","H2-1","Longitud de H2-1","H2-2","Longitud de H2-2","Meta robots 1","X-Robots-Tag 1","Meta Refresh 1","Elemento de enlace canónico 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","Elemento de enlace amphtml","Tamaño (bytes)","Transferido (bytes)","Total transferido (bytes)","CO2 (mg)","Clasificación de huella de carbono","Recuento de palabras","Número de oraciones","Media de palabras por oración","Puntuación de facilidad de lectura de Flesch","Lectura","Proporción de texto","Nivel de profundidad","Profundidad de carpeta","Link Score","Enlaces internos","Enlaces internos únicos","Enlaces JS únicos","% del total","Enlaces salientes","Enlaces salientes únicos","Enlaces salientes JS únicos","Enlaces salientes externos","Enlaces salientes externos únicos","Enlaces salientes JS externos únicos","Coincidencia casi duplicada más cercana","Semiduplicados (N.º)","Errores ortográficos","Errores gramaticales","Hash","Tiempo de respuesta","Last Modified","URL de redirección","Tipo de redirección","Cookies","Language","Versión HTTP","Enlace alternativo móvil","Dirección semánticamente similar más cercana","Puntuación de similitud semántica","N.º semánticamente similares","Puntuación de relevancia semántica","Dirección codificada de URL","Marca temporal del rastreo"
"https://fletespro.cl/fletes-paine","text/html;charset=utf-8","200","OK","Indexable","","Fletes Paine | Flete Santiago a Paine | Camiones y camión pluma | FletesPro | FletesPro","87","765","Fletes en Paine. Flete de Santiago a Paine, fletes Santiago Paine. Cuánto cuesta un flete de Santiago a Paine. Camiones para fletes Paine, flete camión pluma Paine. Flete Paine a Puente Alto. Cotiza gratis.","206","1259","fletes paine, camiones para fletes paine, cuanto cuesta un flete de santiago a paine, flete bins en paine, flete camion pluma paine, flete de santiago a paine, flete maipu paine, flete paine, flete paine chile, fletes santiago paine, que valor tiene un flete de paine a puente alto","281","Fletes en Paine","15","Precios de fletes en Paine","26","Rutas desde y hacia Paine","25","index, follow","","","https://fletespro.cl/fletes-paine","","","","","","80166","17436","17436","6,679","","1094","188","5,819","58,794","Bastante difícil","13,949","1","0","","224","111","0","94,870","175","94","0","3","3","0","","","","","92664cf3642ce9e885e39a8f41020b2d","0,686","Mon, 27 Apr 2026 18:15:52 GMT","","","","es-CL","1.1","","","","","","https://fletespro.cl/fletes-paine","2026-05-12 20:43:46"
"https://fletespro.cl/_nuxt/entry.ChHNAIEs.css","text/css; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","80875","80875","80875","30,982","","0","","","","","0,000","1","1","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,116","Mon, 27 Apr 2026 18:16:30 GMT","","","","","1.1","","","","","","https://fletespro.cl/_nuxt/entry.ChHNAIEs.css","2026-05-12 20:43:47"
"https://fletespro.cl/fletes-la-florida","text/html;charset=utf-8","200","OK","Indexable","","Fletes La Florida | Fletes baratos y económicos | Camión 3/4 | FletesPro | FletesPro","84","729","Fletes en La Florida Chile. Fletes baratos y económicos La Florida. Camión 3/4 y camioneta fletes La Florida. Flete desde Maipú a La Florida, fletes La Florida Macul, fletes urgentes. Cotiza gratis.","198","1197","fletes la florida, fletes economicos la florida, fletes baratos la florida, fletes y mudanzas la florida, camion 3 4 flete la florida, camion fletes la florida, camioneta fletes la florida, flete camion 3 4 cerrado la florida, flete desde maipu a la florida, flete economico la florida, flete santiago la florida, flete urgencia desde la florida, flete y carga corta distancia la florida, fletes de puente alto a la florida, fletes desde las condes a la florida, fletes en la comuna de la florida, fletes en la florida chile, fletes la florida macul, fletes la florida santiago, fletes mudanzas la florida, fletes urgentes la florida, valor de flete desde maipu hasta la florida, yapo fletes la florida","702","Fletes en La Florida","20","Precios de fletes en La Florida","31","Rutas desde y hacia La Florida","30","index, follow","","","https://fletespro.cl/fletes-la-florida","","","","","","81714","17788","17788","6,814","","1093","188","5,814","41,022","Difícil","13,879","1","0","","224","111","0","94,870","176","94","0","3","3","0","","","","","64ba259b60f62c875253215a27af3d6c","0,123","Mon, 27 Apr 2026 18:15:45 GMT","","","","es-CL","1.1","","","","","","https://fletespro.cl/fletes-la-florida","2026-05-12 20:43:47"
"https://fletespro.cl/fletes-san-miguel","text/html;charset=utf-8","200","OK","Indexable","","Fletes San Miguel | Fletes económicos San Miguel Santiago | FletesPro | FletesPro","81","723","Fletes en San Miguel. Fletes económicos San Miguel. Flete Renca a San Miguel, Providencia a San Miguel. Servicios fletes y mudanzas San Miguel. Cotiza online. Presupuesto gratis. WhatsApp +56 9 7979 6841.","204","1301","fletes san miguel, fletes san miguel santiago, fletes economicos san miguel, fletes y mudanzas san miguel, flete de renca a san miguel, flete providencia a san miguel, servicios de fletes y mudanzas en san miguel","212","Fletes en San Miguel","20","Precios de fletes en San Miguel","31","Rutas de fletes desde y hacia San Miguel","40","index, follow","","","https://fletespro.cl/fletes-san-miguel","","","","","","77941","16777","16777","6,427","","816","153","5,333","50,572","Bastante difícil","12,290","1","0","","224","111","0","94,870","176","94","0","3","3","0","","","","","f80302827f01d7df4e4f9bc3c0ef8681","0,258","Mon, 27 Apr 2026 18:15:49 GMT","","","","es-CL","1.1","","","","","","https://fletespro.cl/fletes-san-miguel","2026-05-12 20:43:47"
"https://fletespro.cl/fletes-santiago","text/html;charset=utf-8","200","OK","Indexable","","Fletes Santiago desde $27.000 | Precios y Cotización Online | FletesPro | FletesPro","83","727","Fletes Santiago económicos desde $27.000. Fletes Santiago centro, fletes baratos Santiago, fletes Santiago a regiones. Cotización online, calculadora de precios. Servicio 24/7. WhatsApp +56979796841.","199","1261","fletes santiago, flete santiago, fletes santiago centro, fletes baratos santiago, fletes económicos santiago, fletes santiago precios, valor flete santiago, fletes santiago chile, fletes santiago centro 24 horas, fletes express santiago, servicio de fletes en santiago, servicio de fletes santiago, mini fletes santiago, flete pequeño santiago, fletes y mudanzas santiago, fletes dentro de santiago, fletes fuera de santiago, fletes santiago a regiones, fletes dentro y fuera de santiago, fletes baratos santiago centro, fletes baratos en santiago centro, fletes económicos en santiago, fletes economicos santiago centro, fletes en santiago de chile, fletes pequeños santiago, fletes pequeños santiago centro, fletes pequeño santiago, flete mudanza santiago, flete camion 3 4 santiago, flete camioneta santiago, fletes camion 3 4 santiago, camion de fletes en santiago, camion de fletes santiago, camion flete 3 4 santiago centro, camioneta para flete santiago, camioneta para fletes santiago, camioneta flete santiago, camioneta en santiago fletes baratos, camioneta para flete barato santiago, camionetas fletes en santiago, camion plano fletes santiago, camion santiago flete, fletes camiones pequeños en santiago, fletes camiones santiago regiones, calcula valor flete santiago, calcular fletes en santiago, presupuesto flete santiago, presupuesto de fletes santiago, tarifa fletes santiago, tarifas de flete dentro de santiago chile, precio fletes dentro de santiago, aplicacion de fletes santiago, fletes santiago app, empresa de flete santiago, empresa de fletes santiago, empresas de fletes en santiago, flete a domicilio en santiago de chile, flete santiago economico, fletes comuna de santiago, fletes baratos santiago chile, fletes en santiago centro economico, fletes en santiago mudanzas, fletes en camioneta en santiago, fletes pequeños dentro de santiago, fletes pequeños santiago economicos, mini flete en santiago, mini fletes santiago centro, mini fletes santiago chile, arriendo de fletes santiago, cuanto cuesta un flete de santiago a temuco, cuanto sale un flete de santiago a la serena, flete santiago temuco, flete santiago valparaiso, flete santiago la serena, flete santiago concepcion, flete santiago puerto montt, valor flete santiago talca, valor flete santiago concepcion, fletes santiago las condes, fletes recoleta santiago, cotizar fletes santiago, fletes para fuera de santiago, fletes economicos fuera de santiago, costo flete santiago concepcion, costo flete santiago temuco, cuanto sale un flete dentro de santiago, cuanto sale un flete en santiago, flete de santiago a viña del mar, fletes santiago a iquique, valor flete santiago viña del mar, fletes santiago centro baratos, contacto de fletes santiago, camion para flete santiago centro, fletes región metropolitana, fletes de santiago a regiones, fletes de santiago a temuco, fletes de santiago a concepcion, fletes economicos santiago la serena, fletes economicos santiago puerto montt, fletes económicos en santiago centro","3015","Fletes Santiago: económicos, rápidos y seguros desde $27.000","60","Precio fletes Santiago","22","Precios de Fletes en Santiago 2026 – Tarifas actualizadas","57","index, follow","","","https://fletespro.cl/fletes-santiago","","","","","","114421","26543","26543","10,168","","3272","579","5,651","33,631","Difícil","22,166","1","0","","231","111","0","94,870","183","94","0","3","3","0","","","","","c8ac15d5687c4cc67e45e1ff35d8bf2f","0,109","Mon, 27 Apr 2026 18:15:45 GMT","","","","es-CL","1.1","","","","","","https://fletespro.cl/fletes-santiago","2026-05-12 20:43:47"
"https://fletespro.cl/fletes-maria-pinto","text/html;charset=utf-8","200","OK","Indexable","","Fletes María Pinto | Fletes y mudanzas | FletesPro | FletesPro","62","537","Fletes en María Pinto. Fletes y mudanzas en la Región Metropolitana. Cotiza online. Presupuesto gratis. WhatsApp +56 9 7979 6841.","129","823","fletes María Pinto, fletes y mudanzas María Pinto, flete María Pinto, fletes baratos María Pinto, fletes económicos María Pinto","127","Fletes en María Pinto","21","¿Por qué elegir FletesPro para fletes en María Pinto?","53","Opiniones de Nuestros Clientes","30","index, follow","","","https://fletespro.cl/fletes-maria-pinto","","","","","","67946","14701","14701","5,632","","287","77","3,727","40,632","Difícil","9,643","1","0","","224","111","0","94,870","175","94","0","3","3","0","","","","","e1ca7a93ff7736b43a576f80d8109c67","0,494","Mon, 27 Apr 2026 18:15:52 GMT","","","","es-CL","1.1","","","","","","https://fletespro.cl/fletes-maria-pinto","2026-05-12 20:43:47"
"https://fletespro.cl/fletes-estacion-central","text/html;charset=utf-8","200","OK","Indexable","","Fletes Estación Central | Fletes baratos y mudanzas | Camiones chicos | FletesPro | FletesPro","93","819","Fletes en Estación Central. Fletes baratos y económicos Estación Central. Camiones chicos para fletes, fletes de carga, fletes express y mudanzas. Flete desde Providencia o La Cisterna a Estación Central. Cotiza gratis.","219","1350","fletes estacion central, camiones chicos para fletes en estación central, flete de providencia a estacion central, flete la cisterna a estacion central, fletes de carga estacion central, fletes economicos estacion central, fletes estacion central baratos, fletes express estacion central, fletes mudanzas estacion central, fletes santiago estacion central, fletes sodimac estacion central, valor de un flete desde estacion central a ñuñoa","438","Fletes en Estación Central","26","Precios de fletes en Estación Central","37","Rutas desde y hacia Estación Central","36","index, follow","","","https://fletespro.cl/fletes-estacion-central","","","","","","80771","17263","17263","6,613","","893","162","5,512","34,029","Difícil","13,126","1","0","","224","111","0","94,870","176","94","0","3","3","0","","","","","2176bc36981b76d84a53e7f4100719d9","0,472","Mon, 27 Apr 2026 18:15:45 GMT","","","","es-CL","1.1","","","","","","https://fletespro.cl/fletes-estacion-central","2026-05-12 20:43:47"
"https://fletespro.cl/fletes-conchali","text/html;charset=utf-8","200","OK","Indexable","","Fletes Conchalí | Fletes camiones 3/4 | Precios | FletesPro | FletesPro","71","609","Fletes en Conchalí. Fletes económicos Conchalí, fletes camiones tres cuartos en Conchalí. Rutas Lo Valledor, La Granja, Colina. Cotiza online. Presupuesto gratis.","162","1000","fletes conchali, cuanto cuesta un flete desde lo valledor a conchali, cuanto sale un flete de conchali a colina, fletes camiones tres cuartos en conchali, fletes economicos conchali, fletes en comuna de conchali, fletes para conchali, precio flete conchali a colina, valor de flete desde la granja a conchali","308","Fletes en Conchalí","18","Precios de fletes en Conchalí","29","Rutas desde y hacia Conchalí","28","index, follow","","","https://fletespro.cl/fletes-conchali","","","","","","77759","16601","16601","6,360","","744","140","5,314","49,866","Difícil","12,032","1","0","","224","111","0","94,870","175","94","0","3","3","0","","","","","5252d15a4afc77a6675bc8082da2df86","0,555","Mon, 27 Apr 2026 18:15:45 GMT","","","","es-CL","1.1","","","","","","https://fletespro.cl/fletes-conchali","2026-05-12 20:43:47"
"https://fletespro.cl/fletes-lampa","text/html;charset=utf-8","200","OK","Indexable","","Fletes Lampa | Flete camión 3/4 y camioneta | Fletes económicos | FletesPro | FletesPro","87","775","Fletes en Lampa. Flete camión 3/4 a Lampa, fletes en camioneta Lampa. Flete de Lo Prado a Lampa, flete Melipilla Lampa, fletes económicos Lampa. Fletes y mudanzas en Lampa. Cotiza gratis.","187","1191","fletes lampa, flete camion 3 4 a lampa, flete camion 3 4 abierto lampa, flete de lampa, flete de lo prado a lampa, flete de melipilla a lampa, flete lampa, flete melipilla lampa, fletes a lampa, fletes de peñalolen a lampa, fletes economicos lampa, fletes en camioneta lampa, fletes y mudanzas en lampa","302","Fletes en Lampa","15","Precios de fletes en Lampa","26","Rutas desde y hacia Lampa","25","index, follow","","","https://fletespro.cl/fletes-lampa","","","","","","79723","17183","17183","6,582","","999","170","5,876","51,741","Bastante difícil","13,302","1","0","","224","111","0","94,870","175","94","0","3","3","0","","","","","2f6275f62d2b60cfee1af4651f59743e","1,115","Mon, 27 Apr 2026 18:15:52 GMT","","","","es-CL","1.1","","","","","","https://fletespro.cl/fletes-lampa","2026-05-12 20:43:46"
"https://fletespro.cl/bodegaje/vitacura","text/html;charset=utf-8","200","OK","No indexable","Canonicalizada","Bodegaje y Arriendo de Bodegas en Santiago | FletesPro | FletesPro","66","595","Bodegaje y arriendo de bodegas en Santiago y Región Metropolitana. Tarifa base desde $6.500 CLP por m³ al mes. Espacios climatizados, vigilados 24h. Recogida a domicilio. Acceso online. Calculadora de bodegaje. Presupuesto gratis sin compromiso.","245","1565","bodegaje Santiago, arriendo bodega Santiago, bodegaje Región Metropolitana, guardar muebles Santiago, arriendo bodega guardar cosas, mini bodegas Santiago, bodegaje precios, precio bodegaje mes, almacenamiento Santiago, bodegas particulares, bodegas empresas, bodegaje con mudanza, self storage Santiago, espacios almacenamiento Región Metropolitana","349","Bodegaje y Arriendo de Bodegas en Santiago","42","Calculadora de Bodegaje","23","Servicio de Recogida a Domicilio","32","index, follow","","","https://fletespro.cl/bodegaje","","","","","","114978","21148","21148","8,101","","1009","259","3,896","23,200","Muy difícil","10,172","1","1","","225","111","0","94,870","176","94","0","2","2","0","","","","","7b319c0ce07fa4cd33a12aaf47bf624a","0,126","Mon, 27 Apr 2026 18:15:55 GMT","","","","es-CL","1.1","","","","","","https://fletespro.cl/bodegaje/vitacura","2026-05-12 20:43:47"
"https://fletespro.cl/privacidad","text/html;charset=utf-8","404","Page not found: /privacidad","No indexable","Error de cliente","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","0","","111","111","0","94,870","0","0","0","0","0","0","","","","","","0,343","","","","","","1.1","","","","","","https://fletespro.cl/privacidad","2026-05-12 20:43:47"
"https://fletespro.cl/mudanzas/obras-arte","text/html;charset=utf-8","404","Page not found: /mudanzas/obras-arte","No indexable","Error de cliente","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","1","","111","111","0","94,870","0","0","0","0","0","0","","","","","","0,302","","","","","","1.1","","","","","","https://fletespro.cl/mudanzas/obras-arte","2026-05-12 20:43:47"
"https://fletespro.cl/fletes-el-monte","text/html;charset=utf-8","200","OK","Indexable","","Fletes El Monte | Fletes y mudanzas | FletesPro | FletesPro","59","513","Fletes en El Monte. Fletes y mudanzas en la Región Metropolitana. Cotiza online. Presupuesto gratis. WhatsApp +56 9 7979 6841.","126","807","fletes El Monte, fletes y mudanzas El Monte, flete El Monte, fletes baratos El Monte, fletes económicos El Monte","112","Fletes en El Monte","18","¿Por qué elegir FletesPro para fletes en El Monte?","50","Opiniones de Nuestros Clientes","30","index, follow","","","https://fletespro.cl/fletes-el-monte","","","","","","67824","14671","14671","5,620","","287","77","3,727","46,822","Difícil","9,585","1","0","","224","111","0","94,870","175","94","0","3","3","0","","","","","5ad62346dc3490a249e1af3df4f7b56e","0,456","Mon, 27 Apr 2026 18:15:53 GMT","","","","es-CL","1.1","","","","","","https://fletespro.cl/fletes-el-monte","2026-05-12 20:43:47"
